canonical_id,F116,F115,F117,F120,F123,F110,F105,F68,F101,F104,F65,F22,F72,F25,F3-NA,F3-String,F3-int,F15-NA,F15-public,F126,F41,F77,category
derby-B-116,-1.0,-1.0,0.01098901098901099,4.9971618126111155e-05,4.9971618126111155e-05,-0.978021978021978,1.0,16,0.3522388059701492,1.4715447154471544,10,2,8134,3064,1,0,0,1,0,0,41,1462,close
derby-B-1484,-1.0,-1.0,0.020833333333333332,3.2208844613994704e-05,3.2208844613994704e-05,-0.9583333333333334,0.6666666666666666,235,0.7794117647058824,0.11204481792717087,27,1,8134,3064,1,0,0,1,0,0,610,6969,open
derby-B-117,-1.0,-1.0,0.007874015748031496,4.9971618126111155e-05,4.9971618126111155e-05,-0.9842519685039368,1.0,16,0.24776119402985075,1.4715447154471544,10,2,8134,3064,1,0,0,1,0,0,41,6969,close
derby-B-514,-1.0,-1.0,0.007874015748031496,4.9971618126111155e-05,4.9971618126111155e-05,-0.9842519685039368,1.0,39,0.5508982035928144,1.0869565217391304,7,2,8134,3064,1,0,0,1,0,0,0,6969,close
derby-B-259,0.0,-1.0,0.27586206896551724,0.081104871355322,0.081104871355322,-0.4482758620689655,1.0,4,0.8035714285714286,1.054054054054054,3,3,4197,1798,1,0,0,1,0,0,0,3032,open
derby-B-1583,-1.0,-1.0,0.007874015748031496,4.9971618126111155e-05,4.9971618126111155e-05,-0.9842519685039368,1.0,151,0.34549878345498786,0.4693877551020408,7,2,8134,3064,1,0,0,1,0,0,241,6969,close
derby-B-1294,-1.0,0.3333333333333333,0.0,0.08480126588811351,0.08480126588811351,-1.0,1.0,235,0.3673272112131464,0.484621778886118,64,2,8134,3064,1,0,0,1,0,1,610,6969,open
derby-B-1732,-1.0,-1.0,0.09090909090909093,0.023834639568557327,0.023834639568557327,-0.8181818181818182,1.0,12,0.1522012578616352,0.2921348314606741,27,1,8134,3064,1,0,0,1,0,0,24,6969,open
derby-B-1510,-1.0,-1.0,0.09570957095709573,0.08480126588811351,0.08480126588811351,-0.8085808580858086,0.3333333333333333,8,0.108301404853129,0.608922638822971,166,2,8134,3064,1,0,0,1,0,0,0,1493,close
derby-B-1612,-1.0,-1.0,0.007874015748031496,4.9971618126111155e-05,4.9971618126111155e-05,-0.9842519685039368,1.0,151,0.5698924731182796,0.7611940298507462,11,2,8134,3064,1,0,0,1,0,0,241,6969,open
derby-B-147,-1.0,-1.0,0.0,0.081104871355322,0.081104871355322,-1.0,0.6666666666666666,6,0.9902912621359224,0.7058823529411765,13,2,7791,2804,1,0,0,1,1,0,0,6621,close
derby-B-1226,-1.0,-1.0,0.0,0.018972308598876112,0.018972308598876112,-1.0,1.0,235,0.1997193638914873,0.5847457627118644,23,2,8134,3064,1,0,0,1,0,0,610,6969,close
derby-B-1733,-1.0,-1.0,0.09570957095709573,0.08480126588811351,0.08480126588811351,-0.8085808580858086,1.0,12,0.6360808709175739,0.6574500768049155,45,1,8130,3021,1,0,0,1,1,24,24,6969,open
derby-B-1276,-1.0,-1.0,0.09570957095709573,0.08480126588811351,0.08480126588811351,-0.8085808580858086,1.0,235,0.4646153846153846,0.7295597484276729,7,2,8134,3064,1,0,0,1,1,1,610,6969,close
derby-B-1535,-1.0,-1.0,0.007874015748031496,4.9971618126111155e-05,4.9971618126111155e-05,-0.9842519685039368,1.0,151,0.3439659755449229,0.5446685878962536,117,2,8134,3064,1,0,0,1,1,0,241,6969,close
derby-B-1550,-1.0,-0.3333333333333333,0.0,0.08480126588811351,0.08480126588811351,-1.0,1.0,151,0.6963636363636364,0.5983606557377049,10,2,8134,3064,1,0,0,1,0,0,241,2768,open
derby-B-285,-1.0,-1.0,0.0,0.0022775294690879104,0.0022775294690879104,-1.0,0.13157894736842105,56,0.6540229885057471,0.47560975609756106,5,2,5586,2137,1,1,0,1,0,0,3,3219,open
derby-B-599,0.0,-1.0,0.0,0.023834639568557327,0.023834639568557327,-1.0,1.0,35,0.95088161209068,0.7572815533980582,17,3,8134,3064,1,0,0,1,0,0,10,6969,open
derby-B-570,-1.0,-1.0,0.01098901098901099,4.9971618126111155e-05,4.9971618126111155e-05,-0.978021978021978,1.0,53,0.5351027397260274,0.8666666666666667,40,2,8134,3064,1,0,0,1,0,1,3,6969,close
derby-B-1275,0.0,-1.0,0.14285714285714285,0.018972308598876112,0.018972308598876112,-0.7142857142857143,1.0,235,0.4408284023668639,0.4104234527687297,16,2,8134,3064,1,0,0,1,0,0,610,6969,open
derby-B-1719,-1.0,-1.0,0.007874015748031496,4.9971618126111155e-05,4.9971618126111155e-05,-0.9842519685039368,1.0,38,0.26262626262626265,0.5398230088495575,21,2,8134,3064,1,0,0,1,0,0,0,6969,close
derby-B-1089,-1.0,-1.0,0.01098901098901099,4.9971618126111155e-05,4.9971618126111155e-05,-0.978021978021978,1.0,14,0.3591240875912409,0.6642857142857143,72,2,8134,3064,1,0,0,1,0,0,98,6969,close
derby-B-925,-1.0,-1.0,0.007874015748031496,4.9971618126111155e-05,4.9971618126111155e-05,-0.9842519685039368,1.0,55,0.17435897435897435,1.2602739726027397,27,2,8134,3064,1,0,0,1,0,0,33,6969,close
derby-B-1545,-1.0,-1.0,0.007874015748031496,4.9971618126111155e-05,4.9971618126111155e-05,-0.9842519685039368,0.4615384615384616,151,0.4326018808777429,0.3492822966507177,6,2,8134,3064,1,0,0,1,0,0,241,2218,close
derby-B-1455,-1.0,-1.0,0.0,0.018972308598876112,0.018972308598876112,-1.0,1.0,235,0.2071097372488408,0.6966542750929368,53,2,8134,3064,1,1,0,1,0,129,610,6969,open
derby-B-1291,-1.0,-1.0,0.02127659574468085,0.023834639568557327,0.023834639568557327,-0.9574468085106383,1.0,235,0.6108041743400859,0.7086247086247086,39,2,8134,3064,1,0,0,1,1,0,610,6969,close
lucene-solr-B-1294,0.0,-1.0,0.0,0.4070964043141743,0.4070964043141743,0.0,0.35,60,0.5426666666666666,0.4012605042016807,31,2,10803,20,1,0,0,1,0,0,401,1560,open
derby-B-2343,-1.0,-1.0,0.06349206349206349,0.08480126588811351,0.08480126588811351,-0.873015873015873,0.873015873015873,5,0.7406143344709898,0.35356200527704484,24,2,2556,879,1,1,0,1,0,0,0,1391,open
derby-B-2261,-1.0,-1.0,0.007874015748031496,4.9971618126111155e-05,4.9971618126111155e-05,-0.9842519685039368,1.0,53,0.8271604938271605,0.4318181818181818,9,2,6393,2336,1,0,0,1,0,0,0,5228,close
derby-B-552,-1.0,-1.0,0.01098901098901099,4.9971618126111155e-05,4.9971618126111155e-05,-0.978021978021978,1.0,53,0.2695883134130146,0.9852941176470588,35,2,8134,3064,1,0,0,1,0,0,3,6969,close
derby-B-603,-1.0,-1.0,0.02127659574468085,0.023834639568557327,0.023834639568557327,-0.9574468085106383,0.4444444444444444,35,0.7331378299120235,0.40049751243781095,14,2,8134,3064,1,0,0,1,0,0,10,6969,open
derby-B-199,-1.0,0.0,0.0,0.08480126588811351,0.08480126588811351,-1.0,0.4642857142857143,88,0.957796852646638,0.2082139446036294,76,2,7791,2804,1,0,0,1,0,0,1,6626,open
derby-B-1606,-1.0,-1.0,0.007874015748031496,4.9971618126111155e-05,4.9971618126111155e-05,-0.9842519685039368,1.0,151,0.3975308641975309,0.19661016949152546,11,2,8134,3064,1,0,0,1,1,0,241,6969,open
derby-B-1957,-1.0,-1.0,0.01098901098901099,4.9971618126111155e-05,4.9971618126111155e-05,-0.978021978021978,1.0,88,0.9428571428571428,0.08695652173913042,2,2,7482,2621,1,0,0,1,0,0,93,6969,open
derby-B-593,-1.0,-1.0,0.007874015748031496,4.9971618126111155e-05,4.9971618126111155e-05,-0.9842519685039368,0.9230769230769232,53,0.6759259259259259,0.423728813559322,7,2,1710,388,1,0,0,1,0,0,3,545,close
derby-B-1132,-0.3333333333333333,-0.3877551020408163,0.0,0.08480126588811351,0.08480126588811351,-1.0,1.0,52,0.44628899495054297,0.4837847262582821,297,2,8134,3064,1,0,0,1,0,116,124,6969,open
derby-B-598,-1.0,-1.0,0.007874015748031496,4.9971618126111155e-05,4.9971618126111155e-05,-0.9842519685039368,0.06896551724137931,35,0.2544080604534005,0.7572815533980582,17,2,8134,3064,1,0,0,1,0,0,10,6969,open
derby-B-1512,-1.0,-1.0,0.0,0.023834639568557327,0.023834639568557327,-1.0,0.4864864864864865,8,0.541507024265645,0.608922638822971,166,1,8134,3064,1,0,0,1,0,0,0,6969,open
derby-B-1713,-1.0,-1.0,0.01098901098901099,4.9971618126111155e-05,4.9971618126111155e-05,-0.978021978021978,1.0,38,0.4722222222222222,0.5398230088495575,21,2,8134,3064,1,0,0,1,0,0,0,6969,close
derby-B-577,1.0,1.0,0.5,0.08480126588811351,0.08480126588811351,0.0,1.0,53,0.5700636942675159,0.5195530726256983,26,3,3075,1273,1,0,0,1,0,0,3,1910,open
derby-B-1096,-1.0,-1.0,0.0,0.03272016230873249,0.03272016230873249,-1.0,1.0,14,0.3468286099865047,0.4384787472035794,12,1,8134,3064,1,0,0,1,0,0,98,6969,open
derby-B-394,-1.0,-1.0,0.09570957095709573,0.08480126588811351,0.08480126588811351,-0.8085808580858086,0.5238095238095238,56,0.9439252336448598,0.11353711790393012,20,2,7791,2804,1,0,0,1,0,0,3,6626,close
derby-B-1131,0.0,-0.3877551020408163,0.0,0.08480126588811351,0.08480126588811351,-1.0,0.6363636363636364,52,0.10347928339212838,0.4837847262582821,297,2,8134,3064,1,0,0,1,0,116,124,521,close
derby-B-268,-1.0,-1.0,0.02608695652173913,0.08480126588811351,0.08480126588811351,-0.9478260869565216,1.0,56,0.1947743467933492,1.0100502512562817,23,3,7142,2503,1,0,0,1,0,0,3,4085,close
derby-B-2321,0.0,-1.0,0.0,0.081104871355322,0.081104871355322,-1.0,1.0,53,0.07904191616766468,0.4647058823529412,27,2,8134,3064,1,0,0,1,0,0,0,6969,open
derby-B-607,-1.0,-1.0,0.0,0.081104871355322,0.081104871355322,-1.0,1.0,2,0.8650519031141869,0.4705882352941176,9,3,8134,3064,1,0,0,1,1,0,0,6969,open
derby-B-564,-1.0,-1.0,0.01098901098901099,4.9971618126111155e-05,4.9971618126111155e-05,-0.978021978021978,1.0,53,0.46,0.7622950819672131,8,2,8134,3064,1,0,0,1,0,0,3,6969,close
derby-B-1088,-1.0,-1.0,0.01098901098901099,4.9971618126111155e-05,4.9971618126111155e-05,-0.978021978021978,1.0,14,0.42700729927007297,0.6642857142857143,72,2,8134,3064,1,0,0,1,0,0,98,6969,close
derby-B-1531,-1.0,-1.0,0.01098901098901099,4.9971618126111155e-05,4.9971618126111155e-05,-0.978021978021978,1.0,151,0.3503455608718767,0.5446685878962536,117,2,8134,3064,1,0,0,1,0,0,241,6969,close
derby-B-1349,-1.0,-1.0,0.2608695652173913,0.018972308598876112,0.018972308598876112,-0.4782608695652174,1.0,235,0.6606375763056749,0.5846464646464646,124,2,8134,3064,1,0,0,1,0,18,610,6969,open
derby-B-412,0.0,0.0,0.01098901098901099,4.9971618126111155e-05,4.9971618126111155e-05,-0.978021978021978,0.6666666666666666,56,0.9347826086956522,0.32142857142857145,3,2,1420,210,1,0,0,1,0,0,3,255,open
jmeter-B-25,0.0,-1.0,0.02586206896551724,0.30515659998359235,0.30515659998359235,-0.9051724137931034,1.0,24,0.37373737373737376,0.6226415094339622,2,3,13325,3497,1,0,0,1,0,0,18,8567,open
derby-B-1216,-1.0,-1.0,0.07547169811320754,0.08480126588811351,0.08480126588811351,-0.8490566037735849,1.0,235,0.8,0.6130030959752322,14,3,8134,3064,1,0,0,1,0,0,610,6969,open
tomcat-B-1111,0.0,-1.0,0.25,0.2965217876264129,0.2965217876264129,-0.5,1.0,39,0.5792580101180439,0.8666666666666667,22,3,17709,2264,1,0,0,1,0,0,57,6058,open
derby-B-130,-1.0,-1.0,0.01098901098901099,4.9971618126111155e-05,4.9971618126111155e-05,-0.978021978021978,1.0,16,0.5207373271889401,1.1058823529411763,9,2,4740,2001,1,0,0,1,0,0,41,3448,close
derby-B-1227,-1.0,-1.0,0.0,0.08480126588811351,0.08480126588811351,-1.0,1.0,235,0.27502338634237605,0.5847457627118644,23,2,8134,3064,1,0,0,1,0,0,610,6969,open
derby-B-148,-1.0,-1.0,0.01098901098901099,4.9971618126111155e-05,4.9971618126111155e-05,-0.978021978021978,0.6666666666666666,6,0.8980582524271845,0.7058823529411765,13,2,7791,2804,1,0,0,1,0,0,0,6626,close
derby-B-127,-1.0,-1.0,0.0,0.018972308598876112,0.018972308598876112,-1.0,0.7142857142857143,16,0.4516129032258064,1.1058823529411763,9,2,4740,2001,1,0,0,1,0,0,41,3575,open
derby-B-548,-0.5,-1.0,0.07142857142857142,0.081104871355322,0.081104871355322,-0.8571428571428571,1.0,53,0.20903522205206732,1.0666666666666669,22,3,8134,3064,1,0,0,1,0,0,3,6969,open
derby-B-293,-1.0,-1.0,0.01098901098901099,4.9971618126111155e-05,4.9971618126111155e-05,-0.978021978021978,0.6666666666666666,56,0.8818770226537217,0.2879156528791565,132,2,7791,2804,1,0,0,1,0,0,3,6626,close
derby-B-1248,-1.0,-1.0,0.09570957095709573,0.08480126588811351,0.08480126588811351,-0.8085808580858086,0.05,235,0.5465587044534413,0.25146198830409355,5,2,3012,1217,1,0,0,1,0,0,610,1847,close
derby-B-2262,-1.0,-1.0,0.007874015748031496,4.9971618126111155e-05,4.9971618126111155e-05,-0.9842519685039368,1.0,53,0.8148148148148148,0.4318181818181818,9,2,6393,2336,1,0,0,1,0,0,0,5228,close
derby-B-139,-1.0,-1.0,0.03947368421052632,0.08480126588811351,0.08480126588811351,-0.9210526315789472,1.0,16,0.9816666666666668,0.7814569536423841,28,3,8134,3064,1,0,0,1,0,0,41,3006,open
derby-B-2259,-1.0,-1.0,0.01098901098901099,4.9971618126111155e-05,4.9971618126111155e-05,-0.978021978021978,1.0,53,0.9382716049382716,0.4318181818181818,9,2,6393,2336,1,0,0,1,0,0,0,5228,close
derby-B-233,0.0,-1.0,0.0,4.9971618126111155e-05,4.9971618126111155e-05,-1.0,1.0,88,0.1761467889908257,0.6323024054982818,34,2,7791,2804,1,0,0,1,0,0,1,5837,open
derby-B-569,-1.0,-1.0,0.01098901098901099,4.9971618126111155e-05,4.9971618126111155e-05,-0.978021978021978,1.0,53,0.4392123287671233,0.8666666666666667,40,2,8134,3064,1,0,0,1,0,1,3,6969,close
derby-B-1515,-1.0,-1.0,0.0,0.08480126588811351,0.08480126588811351,-1.0,1.0,8,0.8280542986425339,0.3071428571428572,25,2,8134,3064,1,0,0,1,0,0,0,6969,open
derby-B-1784,-1.0,-1.0,0.09570957095709573,0.08480126588811351,0.08480126588811351,-0.8085808580858086,0.6428571428571429,19,0.4108187134502924,0.6061452513966481,25,2,8134,3064,1,0,0,1,0,0,0,6969,open
derby-B-1249,-1.0,-1.0,0.0,0.08480126588811351,0.08480126588811351,-1.0,0.675,235,0.7692307692307693,0.25146198830409355,5,3,3012,1217,1,0,0,1,0,0,610,1650,open
derby-B-1720,-1.0,-1.0,0.25,0.081104871355322,0.081104871355322,-0.5,1.0,4,0.7093023255813954,0.33962264150943394,3,2,3164,1348,1,0,0,1,0,0,0,1999,open
derby-B-917,-1.0,-1.0,0.09570957095709573,0.08480126588811351,0.08480126588811351,-0.8085808580858086,1.0,55,0.5902270103886109,1.2178690874343048,187,2,8134,3064,1,0,0,1,0,0,33,6702,open
derby-B-1243,-1.0,-1.0,0.09570957095709573,0.08480126588811351,0.08480126588811351,-0.8085808580858086,1.0,235,0.4489795918367347,0.4174757281553398,16,2,8134,3064,1,0,0,1,0,0,610,6969,close
derby-B-229,-1.0,-1.0,0.007874015748031496,4.9971618126111155e-05,4.9971618126111155e-05,-0.9842519685039368,0.375,88,0.4899328859060403,0.4691358024691358,17,2,7791,2804,1,0,0,1,1,0,1,6626,close
derby-B-594,0.0,0.0,0.06349206349206349,0.08480126588811351,0.08480126588811351,-0.873015873015873,1.0,22,0.6641791044776121,0.7538461538461538,4,2,1181,24,1,0,0,1,1,114,160,16,open
derby-B-1463,-1.0,-1.0,0.0,0.018972308598876112,0.018972308598876112,-1.0,1.0,235,0.28964285714285715,0.38077858880778587,15,2,8134,3064,1,0,0,1,0,20,610,5959,open
derby-B-165,0.0,-1.0,0.1,0.023834639568557327,0.023834639568557327,-0.8,1.0,88,0.4393063583815029,1.082191780821918,8,3,5191,2068,1,0,0,1,0,0,1,4026,open
derby-B-1344,-1.0,-1.0,0.0,0.081104871355322,0.081104871355322,-1.0,1.0,235,0.7584767866458008,0.7692307692307693,90,2,5543,2127,1,0,0,1,0,0,610,6969,open
derby-B-490,-1.0,-1.0,0.09570957095709573,0.08480126588811351,0.08480126588811351,-0.8085808580858086,1.0,8,0.6003430531732419,0.3771929824561404,12,2,8134,3064,1,0,0,1,0,0,0,6969,close
derby-B-526,-1.0,-1.0,0.02608695652173913,0.08480126588811351,0.08480126588811351,-0.9478260869565216,1.0,5,0.7187039764359352,0.2302325581395349,29,3,8134,3064,1,0,0,1,0,0,0,6969,open
derby-B-561,-1.0,-1.0,0.01098901098901099,4.9971618126111155e-05,4.9971618126111155e-05,-0.978021978021978,1.0,53,0.636,0.7622950819672131,8,2,8134,3064,1,0,0,1,0,0,3,6969,close
derby-B-1703,-1.0,-1.0,0.007874015748031496,4.9971618126111155e-05,4.9971618126111155e-05,-0.9842519685039368,1.0,38,0.2997032640949555,0.21721311475409835,10,2,8134,3064,1,0,0,1,0,0,0,6969,close
derby-B-110,-1.0,-1.0,0.007874015748031496,4.9971618126111155e-05,4.9971618126111155e-05,-0.9842519685039368,1.0,16,0.2774725274725275,0.4537037037037037,20,2,8134,3064,1,0,0,1,0,0,41,6969,close
derby-B-111,-1.0,-1.0,0.007874015748031496,4.9971618126111155e-05,4.9971618126111155e-05,-0.9842519685039368,1.0,16,0.2802197802197802,0.4537037037037037,20,2,8134,3064,1,0,0,1,0,0,41,6969,close
derby-B-1605,-1.0,-1.0,0.007874015748031496,4.9971618126111155e-05,4.9971618126111155e-05,-0.9842519685039368,1.0,151,0.30864197530864196,0.19661016949152546,11,2,8134,3064,1,0,0,1,0,0,241,6969,open
derby-B-601,-1.0,-1.0,0.047619047619047616,0.081104871355322,0.081104871355322,-0.9047619047619048,1.0,35,0.98559670781893,0.28152492668621704,9,2,7864,2847,1,0,0,1,0,0,10,6699,open
derby-B-2265,0.0,-1.0,0.0,0.081104871355322,0.081104871355322,-1.0,1.0,53,0.7068965517241379,0.2222222222222222,10,3,8134,3064,1,0,0,1,0,0,0,6969,open
derby-B-1506,-1.0,-1.0,0.09570957095709573,0.08480126588811351,0.08480126588811351,-0.8085808580858086,1.0,235,0.6153846153846154,0.3895131086142322,7,2,2965,1165,1,0,0,1,0,1,610,1800,close
lucene-solr-B-1838,0.0,0.0,0.1746031746031746,0.11778620008148095,0.11778620008148095,-0.32275132275132273,1.0,87,0.8095238095238095,0.9285714285714286,3,3,14286,326,1,0,0,1,1,0,113,3568,open
commons-B-62,-1.0,-1.0,0.0,0.0,0.0,-1.0,0.6666666666666666,33,0.9995777027027029,2.025355871886121,180,1,2562,1117,1,0,0,1,1,558,1183,279,close
ant-B-815,0.0,-1.0,0.0,0.11528486410825428,0.11528486410825428,0.0,0.6666666666666666,86,0.6511627906976745,0.591715976331361,15,2,7195,3454,1,0,0,1,0,0,0,10586,close
derby-B-551,-1.0,-1.0,0.0,0.018972308598876112,0.018972308598876112,-1.0,1.0,53,0.6015936254980079,0.9852941176470588,35,1,8134,3064,1,0,0,1,0,0,3,6969,open
derby-B-1582,-1.0,-1.0,0.007874015748031496,4.9971618126111155e-05,4.9971618126111155e-05,-0.9842519685039368,1.0,151,0.35036496350364965,0.4693877551020408,7,2,8134,3064,1,0,0,1,0,0,241,6969,close
derby-B-2252,-1.0,-1.0,0.01098901098901099,4.9971618126111155e-05,4.9971618126111155e-05,-0.978021978021978,1.0,53,0.7739130434782608,0.3055555555555556,9,2,5173,2064,1,0,0,1,0,0,0,4008,close
ant-B-1,-1.0,-1.0,0.0,0.010087401498933349,0.010087401498933349,-1.0,0.8333333333333334,146,0.9980818414322252,0.9756427604871448,60,2,13254,4548,1,0,0,1,0,46,0,896,open
derby-B-1304,-1.0,-1.0,0.09570957095709573,0.08480126588811351,0.08480126588811351,-0.8085808580858086,0.5106382978723404,235,0.3033226152197213,0.5848670756646217,7,2,8134,3064,1,0,0,1,0,0,610,3859,close
derby-B-1594,-1.0,-0.6,0.02127659574468085,0.023834639568557327,0.023834639568557327,-0.9574468085106383,1.0,151,0.97265625,0.2901353965183752,16,2,8134,3064,1,1,0,1,0,2,241,1854,open
derby-B-1207,-1.0,-1.0,0.007874015748031496,4.9971618126111155e-05,4.9971618126111155e-05,-0.9842519685039368,0.7692307692307693,52,0.5142857142857142,0.05982905982905984,5,2,3164,1348,1,0,0,1,0,0,124,1999,close
derby-B-1711,-1.0,-1.0,0.01098901098901099,4.9971618126111155e-05,4.9971618126111155e-05,-0.978021978021978,1.0,38,0.44696969696969696,0.5398230088495575,21,2,8134,3064,1,0,0,1,0,0,0,6969,close
derby-B-1224,-1.0,-1.0,0.0,0.08480126588811351,0.08480126588811351,-1.0,1.0,235,0.6885245901639344,0.7130890052356021,51,2,8134,3064,1,0,0,1,1,0,610,6969,open
derby-B-1310,0.0,-1.0,0.09570957095709573,0.08480126588811351,0.08480126588811351,-0.8085808580858086,0.32,235,0.4440700808625337,0.43778280542986425,41,2,8134,3064,1,0,0,1,0,91,610,12,open
derby-B-138,-1.0,-1.0,0.0,0.081104871355322,0.081104871355322,-1.0,1.0,16,0.7766666666666666,0.7814569536423841,28,2,8134,3064,1,0,0,1,0,0,41,6969,open
derby-B-1521,-1.0,-0.7777777777777778,0.09570957095709573,0.08480126588811351,0.08480126588811351,-0.8085808580858086,1.0,151,0.5752015568529331,0.4714481498401096,43,2,8134,3064,1,0,0,1,0,0,241,6969,close
derby-B-261,-1.0,-1.0,0.02608695652173913,0.08480126588811351,0.08480126588811351,-0.9478260869565216,1.0,56,0.1947743467933492,1.0100502512562817,23,2,7142,2503,1,0,0,1,0,0,3,4085,close
derby-B-1709,-1.0,-1.0,0.007874015748031496,4.9971618126111155e-05,4.9971618126111155e-05,-0.9842519685039368,1.0,38,0.2981927710843373,0.2425531914893617,10,2,8134,3064,1,0,0,1,0,0,0,6969,close
derby-B-1486,-1.0,-1.0,0.0,0.081104871355322,0.081104871355322,-1.0,0.7666666666666667,235,0.35294117647058826,0.11204481792717087,27,3,8134,3064,1,0,0,1,0,0,610,6969,open
derby-B-2263,0.0,-1.0,0.0,0.081104871355322,0.081104871355322,-1.0,1.0,53,0.4938271604938271,0.4318181818181818,9,2,6393,2336,1,0,0,1,1,0,0,5228,open
lucene-solr-B-1827,0.0,0.0,0.2857142857142857,0.4070964043141743,0.4070964043141743,-0.3333333333333333,0.2727272727272727,56,0.2309322033898305,0.15184815184815184,41,2,12763,203,1,0,0,1,1,2,177,3842,close
derby-B-1102,0.0,-1.0,0.0,0.081104871355322,0.081104871355322,-1.0,1.0,52,0.42138364779874216,1.0147058823529411,7,2,8134,3064,1,0,0,1,1,0,124,6969,open
derby-B-1100,-1.0,-1.0,0.007874015748031496,4.9971618126111155e-05,4.9971618126111155e-05,-0.9842519685039368,1.0,52,0.4779874213836478,1.0147058823529411,7,2,8134,3064,1,0,0,1,0,0,124,6969,open
tomcat-B-702,-1.0,-1.0,0.07692307692307693,0.3712370758067992,0.3712370758067992,-0.8076923076923077,0.03125,6,0.607095926412615,0.4469026548672566,36,2,13323,862,1,0,0,1,0,0,0,9256,close
derby-B-1208,-1.0,-1.0,0.007874015748031496,4.9971618126111155e-05,4.9971618126111155e-05,-0.9842519685039368,0.9230769230769232,52,0.5285714285714286,0.05982905982905984,5,2,3164,1348,1,0,0,1,0,0,124,1999,close
derby-B-146,-1.0,-1.0,0.0,0.08480126588811351,0.08480126588811351,-1.0,0.19117647058823528,6,0.32261410788381745,0.7298387096774194,16,2,7791,2804,1,0,0,1,0,0,0,2844,open
derby-B-1328,-1.0,-1.0,0.2608695652173913,0.018972308598876112,0.018972308598876112,-0.4782608695652174,1.0,235,0.6765267175572519,1.4861878453038675,22,2,8134,3064,1,0,0,1,0,0,610,6969,open
derby-B-1507,-1.0,-1.0,0.09570957095709573,0.08480126588811351,0.08480126588811351,-0.8085808580858086,0.30612244897959184,235,0.3824175824175824,0.3895131086142322,7,2,2965,1165,1,0,0,1,0,1,610,1800,close
derby-B-1695,-1.0,-1.0,0.01098901098901099,4.9971618126111155e-05,4.9971618126111155e-05,-0.978021978021978,1.0,151,0.8278688524590164,0.4388489208633093,16,2,8134,3064,1,0,0,1,0,0,241,6969,open
derby-B-1218,-1.0,-1.0,0.09570957095709573,0.08480126588811351,0.08480126588811351,-0.8085808580858086,1.0,235,0.4663573085846868,1.0268817204301075,13,2,8134,3064,1,0,0,1,0,0,610,6969,close
derby-B-542,-1.0,-1.0,0.07547169811320754,0.08480126588811351,0.08480126588811351,-0.8490566037735849,1.0,53,0.4836795252225519,0.9794520547945206,24,3,8134,3064,1,0,0,1,0,0,3,6969,open
derby-B-1457,-1.0,-1.0,0.09570957095709573,0.08480126588811351,0.08480126588811351,-0.8085808580858086,1.0,235,0.9209039548022598,0.6666666666666666,7,2,8134,3064,1,0,0,1,0,0,610,6969,close
derby-B-1285,-1.0,-1.0,0.09570957095709573,0.08480126588811351,0.08480126588811351,-0.8085808580858086,1.0,235,0.9525395503746876,0.5887815750371471,92,2,8134,3064,1,0,0,1,0,5,610,6969,close
derby-B-1549,-1.0,-1.0,0.0,0.023834639568557327,0.023834639568557327,-1.0,1.0,151,0.974074074074074,0.4320987654320987,6,3,8134,3064,1,1,0,1,0,0,241,6969,open
derby-B-108,-1.0,-1.0,0.01098901098901099,4.9971618126111155e-05,4.9971618126111155e-05,-0.978021978021978,1.0,16,0.35714285714285715,0.4537037037037037,20,2,8134,3064,1,0,0,1,0,0,41,6969,close
derby-B-286,-1.0,-1.0,0.05,0.081104871355322,0.081104871355322,-0.9,1.0,56,0.6068965517241379,0.47560975609756106,5,2,5586,2137,1,1,0,1,0,0,3,3219,open
derby-B-578,-1.0,-1.0,0.0,0.081104871355322,0.081104871355322,-1.0,1.0,53,0.16666666666666666,0.4784172661870504,10,2,7392,2578,1,0,0,1,0,0,3,6227,open
cassandra-B-1212,-1.0,-1.0,0.25,0.6788593294460643,0.6788593294460643,-0.5,1.0,34,0.7065081351689612,0.10932475884244372,87,2,7394,117,1,0,0,1,0,0,737,6593,open
derby-B-1718,-1.0,-1.0,0.007874015748031496,4.9971618126111155e-05,4.9971618126111155e-05,-0.9842519685039368,1.0,38,0.2601010101010101,0.5398230088495575,21,2,8134,3064,1,0,0,1,0,0,0,6969,close
derby-B-581,-1.0,-1.0,0.09570957095709573,0.08480126588811351,0.08480126588811351,-0.8085808580858086,0.13333333333333333,53,0.5304347826086957,0.33783783783783783,5,2,4429,1876,1,0,0,1,0,0,3,3264,open
derby-B-289,0.0,-1.0,0.045454545454545456,0.08480126588811351,0.08480126588811351,-0.9090909090909092,1.0,56,0.4421052631578947,0.10294117647058824,6,3,7791,2804,1,0,0,1,0,0,3,6626,open
derby-B-1234,0.0,-1.0,0.125,0.023834639568557327,0.023834639568557327,-0.75,1.0,235,0.9865293185419968,0.8427152317880795,49,2,8134,3064,1,0,0,1,0,0,610,6969,open
derby-B-571,-1.0,-1.0,0.01098901098901099,4.9971618126111155e-05,4.9971618126111155e-05,-0.978021978021978,1.0,53,0.5102739726027398,0.8666666666666667,40,2,8134,3064,1,0,0,1,0,1,3,6969,close
tomcat-B-876,-1.0,-1.0,0.020833333333333332,0.0463645668132449,0.0463645668132449,-0.9375,0.1111111111111111,4,0.7831325301204819,0.6086956521739131,4,1,13323,862,1,0,0,1,0,0,0,8272,close
