canonical_id,F72,F54,F55,F25,F26,F62,F65,F64,F67,F34,F66,F69,F68,F101,F102,F103,F104,F105,F107,F108,F16-NA,F16-int,F3-NA,F3-String,F3-int,F7-NA,F12-NA,F17-NA,F2-NA,F2-String,F6-NA,F13-NA,F18-NA,F14-NA,F1-NA,F5-NA,F9-NA,F10-NA,F19-NA,F15-NA,F15-public,F0-NA,F4-NA,F4-boolean,F4-String,F4-int,F8-NA,F11-NA,F94,F95,F21,F109,F20,F23,F22,F79,F111,F112,F113,F116,F117,F118,F119,F120,F110,F121,F122,F123,F114,F115,F61,F77,F88,F70,F41,F40,F43,F42,F45,F44,F46,F126,F127,F128,F129,F36,F130,F35,F131,F38,F132,F37,F133,F134,F39,F135,F136,F137,F83,F74,F73,F84,F146,pattern_0,pattern_1,pattern_2,pattern_3,pattern_4,pattern_5,pattern_6,pattern_7,pattern_8,pattern_9,pattern_10,pattern_11,pattern_12,pattern_13,pattern_14,pattern_15,pattern_16,pattern_17,pattern_18,pattern_19,category
derby-B-1224,8134,org/apache/derby/impl/sql/compile,org/apache/derby/impl/sql/compile/BinaryRelationalOperatorNode.java,3064,True,19,51,56152,1,0,4497,7,235,0.6885245901639344,955,681,0.7130890052356021,1.0,0,1,1,0,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,322,3,STYLE,0.0236664162283997,SF_SWITCH_NO_DEFAULT,19,2,1,0.11122625215889463,0.0010362694300518132,0.0003454231433506045,-1.0,0.0,0.0,0.06260032102728733,0.08480126588811351,-1.0,0.0,0.027936962750716332,0.08480126588811351,-0.9239130434782608,-1.0,20,6969,3064,8134,610,0.0,189,443,167,1242,0.021409778878493668,0,0,0,0,0,0,0,0.0,0,475,0,315,142,0,932,160,0.014748290613587938,1740,2903,8135,5,1168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,open
tomcat-B-876,13323,org/apache/tomcat/buildutil,org/apache/tomcat/buildutil/Txt2Html.java,862,True,27,4,0,1,8,7,5,4,0.7831325301204819,92,56,0.6086956521739131,0.1111111111111111,0,1,1,0,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,5,5,I18N,0.03954802259887006,DM_DEFAULT_ENCODING,19,1,4,0.003170577045022195,0.003170577045022195,0.0025364616360177552,-1.0,0.020833333333333332,0.010199652777777776,0.05882352941176471,0.0463645668132449,-0.9375,0.0,0.0020876826722338203,0.0463645668132449,-1.0,-1.0,8,8272,2030,17100,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,470,9296,18084,470,9296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,close
derby-B-394,7791,org/apache/derby/client/net,org/apache/derby/client/net/NetXAConnectionReply.java,2804,True,21,20,9771,1,12,1131,3,56,0.9439252336448598,229,26,0.11353711790393012,0.5238095238095238,10,1,1,0,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,169,5,STYLE,0.10067618332081142,DLS_DEAD_LOCAL_STORE,17,2,2,0.05837651122625216,0.0017271157167530224,0.000690846286701209,-1.0,0.09570957095709573,0.002219211512418061,0.06260032102728733,0.08480126588811351,-0.8085808580858086,0.0,0.027936962750716332,0.08480126588811351,-0.9418604651162792,-1.0,6,6626,2804,7791,3,0.0,0,3,0,6,0.002597402597402597,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,183,1346,8135,85,1248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,close
derby-B-268,7142,org/apache/derby/client/net,org/apache/derby/client/net/ClientJDBCObjectFactoryImpl.java,2503,True,3,23,9771,1,0,1131,1,56,0.1947743467933492,199,201,1.0100502512562817,1.0,4,1,1,0,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,169,8,STYLE,0.0439519158527423,BC_UNCONFIRMED_CAST,20,3,2,0.05837651122625216,0.002763385146804836,0.000690846286701209,-1.0,0.02608695652173913,0.0006514468518249237,0.06260032102728733,0.08480126588811351,-0.9478260869565216,0.0,0.027936962750716332,0.08480126588811351,-0.9418604651162792,-1.0,3,4085,2081,5250,3,0.0,0,3,0,6,0.002597402597402597,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,2886,4049,8135,85,1248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,close
derby-B-516,8134,org/apache/derby/iapi/services/io,org/apache/derby/iapi/services/io/FormatableBitSet.java,3064,True,5,40,2409,1,0,288,1,39,0.14452709883103082,450,384,0.8533333333333334,1.0,0,1,1,0,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,26,2,MALICIOUS_CODE,0.04770848985725019,EI_EXPOSE_REP2,18,2,1,0.008981001727115717,0.000690846286701209,0.0003454231433506045,-1.0,0.007874015748031496,0.000868001736003472,0.007434944237918215,4.9971618126111155e-05,-0.9842519685039368,0.0,0.0007163323782234957,4.9971618126111155e-05,-0.7931034482758621,-1.0,22,6969,3064,8134,0,0.0,0,55,-55,55,0.019746027615733703,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,1027,2190,8135,33,1196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,close
derby-B-2253,5173,org/apache/derby/impl/tools/ij,org/apache/derby/impl/tools/ij/ijMultipleResultSetResult.java,2064,True,6,9,10072,1,8,797,1,53,0.5304347826086957,72,22,0.3055555555555556,0.8333333333333334,0,1,1,0,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,236,5,MALICIOUS_CODE,0.04770848985725019,EI_EXPOSE_REP2,18,2,2,0.08151986183074265,0.0017271157167530224,0.000690846286701209,-1.0,0.007874015748031496,0.000868001736003472,0.007434944237918215,4.9971618126111155e-05,-0.9842519685039368,0.0,0.0007163323782234957,4.9971618126111155e-05,-1.0,-1.0,1,4008,2064,5173,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,1007,2170,8135,153,1316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,close
derby-B-114,4132,org/apache/derby/catalog/types,org/apache/derby/catalog/types/OldRoutineType.java,1788,True,0,4,1282,1,5,188,1,16,0.5945945945945946,44,16,0.3636363636363637,1.0,0,1,1,0,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,39,1,BAD_PRACTICE,0.0030052592036063108,SE_NO_SUITABLE_CONSTRUCTOR_FOR_EXTERNALIZATION,16,2,0,0.013471502590673576,0.0003454231433506045,0.0,0.0,0.0,0.0,0.0612691466083151,0.081104871355322,-1.0,0.0,0.01002865329512894,0.081104871355322,-1.0,-1.0,1,2967,1788,4132,41,0.0,0,5,36,46,0.04410753575357537,0,0,0,0,0,0,0,0.0,0,27,0,5,0,0,32,22,0.0198019801980198,2806,3969,8135,22,1185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,open
derby-B-1132,8134,org/apache/derby/impl/sql/catalog,org/apache/derby/impl/sql/catalog/DataDictionaryImpl.java,3064,True,29,297,8491,2,0,655,11,52,0.44628899495054297,8603,4162,0.4837847262582821,1.0,0,1,1,0,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,113,41,STYLE,0.0236664162283997,SF_SWITCH_NO_DEFAULT,19,2,2,0.03903281519861832,0.014162348877374784,0.000690846286701209,-0.3333333333333333,0.0,0.0,0.06260032102728733,0.08480126588811351,-1.0,0.0,0.027936962750716332,0.08480126588811351,-0.68,-0.3877551020408163,192,6969,3064,8134,124,0.09599813142323264,0,30,94,154,0.004705215118417475,116,29,0,145,29,87,116,0.09599813142323264,145,124,0,30,0,87,154,94,0.004705215118417475,16,1179,8135,16,1179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,open
derby-B-600,7864,org/apache/derby/iapi/store/access,org/apache/derby/iapi/store/access/DiskHashtable.java,2847,True,29,9,992,2,8,229,4,35,0.18724279835390947,341,96,0.28152492668621704,0.10344827586206896,0,1,1,0,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,8,2,MALICIOUS_CODE,0.04770848985725019,EI_EXPOSE_REP2,18,2,1,0.002763385146804836,0.000690846286701209,0.0003454231433506045,-1.0,0.007874015748031496,0.000868001736003472,0.007434944237918215,4.9971618126111155e-05,-0.9842519685039368,0.0,0.0007163323782234957,4.9971618126111155e-05,-1.0,-1.0,3,4936,2275,6101,10,0.0,0,0,10,10,0.013175230566534914,0,0,0,0,0,0,0,0.0,0,10,0,0,0,0,10,10,0.013175230566534914,3956,5119,8135,17,1180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,open
derby-B-538,8134,org/apache/derby/iapi/sql/dictionary,org/apache/derby/iapi/sql/dictionary/CatalogRowFactory.java,3064,True,18,24,4478,1,0,881,3,53,0.7181008902077152,146,143,0.9794520547945206,1.0,0,1,1,0,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,58,6,MALICIOUS_CODE,0.04770848985725019,EI_EXPOSE_REP2,18,2,2,0.02003454231433506,0.002072538860103627,0.000690846286701209,-1.0,0.007874015748031496,0.000868001736003472,0.007434944237918215,4.9971618126111155e-05,-0.9842519685039368,0.0,0.0007163323782234957,4.9971618126111155e-05,-0.9310344827586208,-1.0,12,6969,3064,8134,3,0.0,0,2,1,5,0.00449236298292902,0,0,0,0,0,0,0,0.0,0,1,0,0,0,0,1,1,0.001347708894878706,1651,2814,8135,19,1182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,close
tomcat-B-702,13323,org/apache/jasper,org/apache/jasper/EmbeddedServletOptions.java,862,True,288,36,417,1,8,203,99,6,0.607095926412615,452,202,0.4469026548672566,0.03125,0,1,1,0,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,16,1,STYLE,0.01765536723163842,ST_WRITE_TO_STATIC_FROM_INSTANCE_METHOD,17,2,1,0.010145846544071021,0.0006341154090044388,0.0006341154090044388,-1.0,0.07692307692307693,0.002218934911242604,0.1084070796460177,0.3712370758067992,-0.8076923076923077,0.0,0.03409881697981907,0.3712370758067992,-0.7647058823529411,-1.0,26,9256,2471,18084,0,0.0,0,2,-2,2,0.022222222222222227,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,1994,10820,18084,337,9163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,close
derby-B-1233,8134,org/apache/derby/impl/sql/compile,org/apache/derby/impl/sql/compile/ColumnReference.java,3064,True,57,49,56152,2,0,4497,19,235,0.6695721077654516,604,509,0.8427152317880795,1.0,0,1,1,0,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,322,3,STYLE,0.0202854996243426,RCN_REDUNDANT_NULLCHECK_OF_NONNULL_VALUE,18,2,1,0.11122625215889463,0.0010362694300518132,0.0003454231433506045,-1.0,0.0,0.0,0.06260032102728733,0.08480126588811351,-1.0,0.0,0.027936962750716332,0.08480126588811351,-0.9239130434782608,-1.0,32,6969,3064,8134,610,0.0,189,443,167,1242,0.021409778878493668,0,0,0,0,0,0,0,0.0,0,475,0,315,142,0,932,160,0.014748290613587938,102,1265,8135,5,1168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,open
derby-B-571,8134,org/apache/derby/iapi/sql/dictionary,org/apache/derby/iapi/sql/dictionary/SPSDescriptor.java,3064,True,9,40,4478,1,0,881,2,53,0.5102739726027398,570,494,0.8666666666666667,1.0,0,1,1,0,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,58,8,MALICIOUS_CODE,0.034560480841472584,EI_EXPOSE_REP,18,2,1,0.02003454231433506,0.002763385146804836,0.0003454231433506045,-1.0,0.01098901098901099,0.001207583625166043,0.007434944237918215,4.9971618126111155e-05,-0.978021978021978,0.0,0.0007163323782234957,4.9971618126111155e-05,-0.9310344827586208,-1.0,30,6969,3064,8134,3,0.07142857142857142,0,2,1,5,0.00449236298292902,1,0,0,1,0,1,1,0.07142857142857142,1,1,0,0,0,1,1,1,0.001347708894878706,19,1182,8135,19,1182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,close
derby-B-1545,8134,org/apache/derby/impl/sql/execute,org/apache/derby/impl/sql/execute/ColumnInfo.java,3064,True,13,6,17203,1,8,1541,2,151,0.4326018808777429,209,73,0.3492822966507177,0.4615384615384616,0,1,1,0,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,207,1,MALICIOUS_CODE,0.04770848985725019,EI_EXPOSE_REP2,18,2,1,0.07150259067357513,0.0003454231433506045,0.0003454231433506045,-1.0,0.007874015748031496,0.000868001736003472,0.007434944237918215,4.9971618126111155e-05,-0.9842519685039368,0.0,0.0007163323782234957,4.9971618126111155e-05,-0.8981481481481481,-1.0,0,2218,1512,3383,241,0.0,81,358,-117,680,0.007261679860080886,0,0,0,0,0,0,0,0.0,0,136,0,227,0,0,363,-91,0.0028299252821855398,2220,3383,8135,5,1168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,close
derby-B-1102,8134,org/apache/derby/impl/sql/catalog,org/apache/derby/impl/sql/catalog/DDColumnDependableFinder.java,3064,True,0,7,8491,1,0,655,1,52,0.42138364779874216,68,69,1.0147058823529411,1.0,0,1,1,0,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,113,4,BAD_PRACTICE,0.0030052592036063108,SE_NO_SUITABLE_CONSTRUCTOR_FOR_EXTERNALIZATION,16,2,0,0.03903281519861832,0.001381692573402418,0.0,0.0,0.0,0.0,0.0612691466083151,0.081104871355322,-1.0,0.0,0.01002865329512894,0.081104871355322,-0.68,-1.0,8,6969,3064,8134,124,0.0,0,30,94,154,0.004705215118417475,0,0,0,0,0,0,0,0.0,0,124,0,30,0,0,154,94,0.004705215118417475,4380,5543,8135,16,1179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,open
derby-B-2163,5356,org/apache/derby/impl/tools/ij,org/apache/derby/impl/tools/ij/URLCheck.java,2097,True,5,7,10072,1,6,797,2,53,0.3812154696132597,130,27,0.2076923076923077,0.6,0,1,1,0,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,236,6,STYLE,0.10067618332081142,DLS_DEAD_LOCAL_STORE,15,1,1,0.08151986183074265,0.002072538860103627,0.0003454231433506045,-1.0,0.09570957095709573,0.002219211512418061,0.06260032102728733,0.08480126588811351,-0.8085808580858086,0.0,0.027936962750716332,0.08480126588811351,-1.0,-1.0,0,4191,2097,5356,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,4193,5356,8135,153,1316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,open
derby-B-1612,8134,org/apache/derby/impl/sql/execute,org/apache/derby/impl/sql/execute/InsertConstantAction.java,3064,True,10,11,17203,1,0,1541,1,151,0.5698924731182796,134,102,0.7611940298507462,1.0,0,1,1,0,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,207,4,MALICIOUS_CODE,0.04770848985725019,EI_EXPOSE_REP2,18,2,3,0.07150259067357513,0.001381692573402418,0.0010362694300518132,-1.0,0.007874015748031496,0.000868001736003472,0.007434944237918215,4.9971618126111155e-05,-0.9842519685039368,0.0,0.0007163323782234957,4.9971618126111155e-05,-0.8981481481481481,-1.0,11,6969,3064,8134,241,0.0007855459544383348,81,358,-117,680,0.007261679860080886,0,1,0,1,1,-1,0,0.0007855459544383348,1,136,0,227,0,-1,363,-91,0.0028299252821855398,18,1181,8135,5,1168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,open
derby-B-1535,8134,org/apache/derby/impl/sql/execute,org/apache/derby/impl/sql/execute/BaseActivation.java,3064,True,5,117,17203,1,0,1541,1,151,0.3439659755449229,1041,567,0.5446685878962536,1.0,0,1,1,0,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,207,10,MALICIOUS_CODE,0.04770848985725019,EI_EXPOSE_REP2,18,2,2,0.07150259067357513,0.0034542314335060447,0.000690846286701209,-1.0,0.007874015748031496,0.000868001736003472,0.007434944237918215,4.9971618126111155e-05,-0.9842519685039368,0.0,0.0007163323782234957,4.9971618126111155e-05,-0.8981481481481481,-1.0,45,6969,3064,8134,241,0.14076764057760865,81,358,-117,680,0.007261679860080886,0,0,0,0,106,0,78,0.0,265,136,81,227,0,-28,363,-91,0.0028299252821855398,27,1190,8135,5,1168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,close
derby-B-289,7791,org/apache/derby/client/net,org/apache/derby/client/net/NetCallableStatement.java,2804,True,0,6,9771,1,12,1131,1,56,0.4421052631578947,68,7,0.10294117647058824,1.0,0,1,1,0,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,169,1,STYLE,0.009015777610818931,RI_REDUNDANT_INTERFACES,20,3,0,0.05837651122625216,0.0003454231433506045,0.0,0.0,0.045454545454545456,0.0011125238397965672,0.06260032102728733,0.08480126588811351,-0.9090909090909092,0.0,0.027936962750716332,0.08480126588811351,-0.9418604651162792,-1.0,7,6626,2804,7791,3,0.0,0,3,0,6,0.002597402597402597,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,210,1373,8135,85,1248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,open
derby-B-204,6765,org/apache/derby/client/am,org/apache/derby/client/am/FailedProperties40.java,2419,True,10,5,17144,1,0,2530,3,88,0.4956140350877193,50,50,1.0,1.0,1,1,1,0,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,116,1,CORRECTNESS,0.004883546205860256,NP_NULL_PARAM_DEREF,8,2,1,0.04006908462867012,0.0003454231433506045,0.0003454231433506045,-1.0,0.0,0.0,0.07692307692307693,0.018972308598876112,-1.0,0.0,0.0035816618911174787,0.018972308598876112,-0.9032258064516128,-1.0,2,5534,2400,6699,1,0.0,0,1,0,2,0.0016064257028112448,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,139,1302,8135,97,1260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,open
derby-B-235,7791,org/apache/derby/client/am,org/apache/derby/client/am/SqlWarning.java,2804,True,0,10,17144,1,6,2530,1,88,0.3225806451612903,78,21,0.2692307692307692,1.0,0,1,1,0,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,116,2,STYLE,0.009015777610818931,RI_REDUNDANT_INTERFACES,20,3,0,0.04006908462867012,0.000690846286701209,0.0,0.0,0.045454545454545456,0.0011125238397965672,0.06260032102728733,0.08480126588811351,-0.9090909090909092,0.0,0.027936962750716332,0.08480126588811351,-0.9032258064516128,-1.0,8,6626,2804,7791,1,0.0,0,1,0,2,0.0016064257028112448,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,682,1845,8135,97,1260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,open
cassandra-B-1212,7394,org/apache/cassandra/tools,org/apache/cassandra/tools/NodeProbe.java,117,True,4,87,2986,3,0,201,1,34,0.7065081351689612,622,68,0.10932475884244372,1.0,0,0,1,0,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,52,2,BAD_PRACTICE,0.013313609467455622,DM_EXIT,16,2,1,0.03669724770642202,0.0014114326040931544,0.0007057163020465772,-1.0,0.25,0.008522727272727272,0.06785714285714285,0.6788593294460643,-0.5,0.0,0.023227383863080684,0.6788593294460643,-0.8181818181818182,-1.0,158,6593,1295,13454,737,0.08832731648616125,1,37,700,775,0.0760670585373197,0,0,0,0,7,0,7,0.0,14,0,0,0,0,0,0,0,0.0,109,6916,13797,109,6916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,open
derby-B-1582,8134,org/apache/derby/impl/sql/execute,org/apache/derby/impl/sql/execute/FKInfo.java,3064,True,28,7,17203,1,0,1541,8,151,0.35036496350364965,245,115,0.4693877551020408,1.0,0,1,1,0,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,207,6,MALICIOUS_CODE,0.04770848985725019,EI_EXPOSE_REP2,18,2,6,0.07150259067357513,0.002072538860103627,0.002072538860103627,-1.0,0.007874015748031496,0.000868001736003472,0.007434944237918215,4.9971618126111155e-05,-0.9842519685039368,0.0,0.0007163323782234957,4.9971618126111155e-05,-0.8981481481481481,-1.0,7,6969,3064,8134,241,0.0,81,358,-117,680,0.007261679860080886,0,0,0,0,0,0,0,0.0,0,136,0,227,0,0,363,-91,0.0028299252821855398,4380,5543,8135,5,1168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,close
derby-B-237,7791,org/apache/derby/client/am,org/apache/derby/client/am/Sqlca.java,2804,True,54,27,17144,1,12,2530,10,88,0.4538310412573674,327,117,0.3577981651376147,0.19135802469135804,0,0,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,116,8,MALICIOUS_CODE,0.034560480841472584,EI_EXPOSE_REP,18,2,1,0.04006908462867012,0.002763385146804836,0.0003454231433506045,-1.0,0.01098901098901099,0.001207583625166043,0.007434944237918215,4.9971618126111155e-05,-0.978021978021978,0.0,0.0007163323782234957,4.9971618126111155e-05,-0.9032258064516128,-1.0,12,6626,2804,7791,1,0.0,0,1,0,2,0.0016064257028112448,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,254,1417,8135,97,1260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,open
jmeter-B-24,13325,org/apache/jmeter/assertions,org/apache/jmeter/assertions/XMLAssertion.java,3497,True,24,2,1541,2,0,193,2,24,0.696969696969697,53,33,0.6226415094339622,1.0,0,1,1,0,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,22,2,I18N,0.08710217755443886,DM_DEFAULT_ENCODING,19,1,1,0.032448377581120944,0.002949852507374631,0.0014749262536873154,-1.0,0.2280701754385965,0.08802708525700215,0.20634920634920634,0.005381474432391197,-0.5263157894736842,0.0,0.02086677367576244,0.005381474432391197,-0.5,-1.0,5,3118,1244,7876,18,0.007042253521126761,0,2,16,20,0.02171009190399728,0,0,0,0,0,0,1,0.0,1,2,0,2,0,1,4,0,0.009523809523809523,96,4852,14044,5,4761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,close
derby-B-110,8134,org/apache/derby/catalog/types,org/apache/derby/catalog/types/IndexDescriptorImpl.java,3064,True,8,20,1282,1,0,188,1,16,0.2774725274725275,216,98,0.4537037037037037,1.0,0,1,1,0,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,39,6,MALICIOUS_CODE,0.04770848985725019,EI_EXPOSE_REP2,18,2,2,0.013471502590673576,0.002072538860103627,0.000690846286701209,-1.0,0.007874015748031496,0.000868001736003472,0.007434944237918215,4.9971618126111155e-05,-0.9842519685039368,0.0,0.0007163323782234957,4.9971618126111155e-05,-1.0,-1.0,10,6969,3064,8134,41,0.0,0,5,36,46,0.04410753575357537,0,0,0,0,0,0,0,0.0,0,27,0,5,0,0,32,22,0.0198019801980198,2580,3743,8135,22,1185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,close
cassandra-B-1256,7382,org/apache/cassandra/transport,org/apache/cassandra/transport/ServerConnection.java,115,True,2,4,1158,4,0,94,1,57,0.9351851851851852,79,18,0.2278481012658228,1.0,2,1,1,0,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,12,1,STYLE,0.0051775147928994104,SF_SWITCH_FALLTHROUGH,17,2,1,0.008468595624558928,0.0007057163020465772,0.0007057163020465772,0.0,0.0,0.0,0.1264367816091954,0.42773363918857626,-1.0,0.0,0.04034229828850856,0.42773363918857626,0.0,0.0,1,521,115,7382,290,0.010081915563957152,21,82,208,393,0.0804486060711447,0,0,0,0,2,0,14,0.0,16,0,0,0,0,12,0,0,0.0,257,7067,13797,39,6807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,close
derby-B-1691,8134,org/apache/derby/impl/sql/execute,org/apache/derby/impl/sql/execute/UpdateConstantAction.java,3064,True,6,5,17203,1,0,1541,1,151,0.7526881720430108,95,61,0.6421052631578947,1.0,0,1,1,0,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,207,1,MALICIOUS_CODE,0.04770848985725019,EI_EXPOSE_REP2,18,2,1,0.07150259067357513,0.0003454231433506045,0.0003454231433506045,-1.0,0.007874015748031496,0.000868001736003472,0.007434944237918215,4.9971618126111155e-05,-0.9842519685039368,0.0,0.0007163323782234957,4.9971618126111155e-05,-0.8981481481481481,-1.0,8,6969,3064,8134,241,0.0051813471502590676,81,358,-117,680,0.007261679860080886,0,9,0,9,9,-9,0,0.0051813471502590676,9,136,0,227,0,-9,363,-91,0.0028299252821855398,18,1181,8135,5,1168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,open
derby-B-490,8134,org/apache/derby/iapi/services/context,org/apache/derby/iapi/services/context/ContextService.java,3064,True,48,12,454,2,0,43,17,8,0.6003430531732419,342,129,0.3771929824561404,1.0,0,1,1,0,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,5,2,STYLE,0.10067618332081142,DLS_DEAD_LOCAL_STORE,17,2,1,0.0017271157167530224,0.000690846286701209,0.0003454231433506045,-1.0,0.09570957095709573,0.002219211512418061,0.06260032102728733,0.08480126588811351,-0.8085808580858086,0.0,0.027936962750716332,0.08480126588811351,-1.0,-1.0,15,6969,3064,8134,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,1688,2851,8135,1100,2263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,close
