canonical_id,F72,F54,F55,F25,F26,F62,F65,F64,F67,F34,F66,F69,F68,F101,F102,F103,F104,F105,F107,F108,F16-NA,F16-int,F3-NA,F3-String,F3-int,F7-NA,F12-NA,F17-NA,F2-NA,F2-String,F6-NA,F13-NA,F18-NA,F14-NA,F1-NA,F5-NA,F9-NA,F10-NA,F19-NA,F15-NA,F15-public,F0-NA,F4-NA,F4-boolean,F4-String,F4-int,F8-NA,F11-NA,F94,F95,F21,F109,F20,F23,F22,F79,F111,F112,F113,F116,F117,F118,F119,F120,F110,F121,F122,F123,F114,F115,F61,F77,F88,F70,F41,F40,F43,F42,F45,F44,F46,F126,F127,F128,F129,F36,F130,F35,F131,F38,F132,F37,F133,F134,F39,F135,F136,F137,F83,F74,F73,F84,F146,category
derby-B-1237,8134,org/apache/derby/impl/sql/compile,org/apache/derby/impl/sql/compile/CompilerContextImpl.java,3064,True,6,64,56152,1,0,4497,2,235,0.2319925163704397,629,284,0.4515103338632751,1.0,0,1,1,0,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,322,4,STYLE,0.0015026296018031554,UC_USELESS_CONDITION_TYPE,19,3,1,0.11122625215889463,0.001381692573402418,0.0003454231433506045,-1.0,0.0,0.0,0.06260032102728733,0.08480126588811351,-1.0,0.0,0.027936962750716332,0.08480126588811351,-0.9239130434782608,-1.0,29,6969,3064,8134,610,0.0,189,443,167,1242,0.021409778878493668,0,0,0,0,0,0,0,0.0,0,475,0,315,142,0,932,160,0.014748290613587938,507,1670,8135,5,1168,open
derby-B-1563,8134,org/apache/derby/impl/sql/execute,org/apache/derby/impl/sql/execute/DeleteCascadeResultSet.java,3064,True,30,15,17203,1,0,1541,7,151,0.1915983606557377,333,71,0.2132132132132132,1.0,0,0,1,0,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,207,5,STYLE,0.10067618332081142,DLS_DEAD_LOCAL_STORE,17,2,2,0.07150259067357513,0.0017271157167530224,0.000690846286701209,-1.0,0.09570957095709573,0.002219211512418061,0.06260032102728733,0.08480126588811351,-0.8085808580858086,0.0,0.027936962750716332,0.08480126588811351,-0.8981481481481481,-1.0,10,6969,3064,8134,241,0.0,81,358,-117,680,0.007261679860080886,0,0,0,0,0,0,0,0.0,0,136,0,227,0,0,363,-91,0.0028299252821855398,1536,2699,8135,5,1168,open
derby-B-1605,8134,org/apache/derby/impl/sql/execute,org/apache/derby/impl/sql/execute/IndexSetChanger.java,3064,True,17,11,17203,1,0,1541,2,151,0.30864197530864196,295,58,0.19661016949152546,1.0,0,1,1,0,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,207,10,MALICIOUS_CODE,0.04770848985725019,EI_EXPOSE_REP2,18,2,5,0.07150259067357513,0.0034542314335060447,0.0017271157167530224,-1.0,0.007874015748031496,0.000868001736003472,0.007434944237918215,4.9971618126111155e-05,-0.9842519685039368,0.0,0.0007163323782234957,4.9971618126111155e-05,-0.8981481481481481,-1.0,7,6969,3064,8134,241,0.0,81,358,-117,680,0.007261679860080886,0,0,0,0,0,0,0,0.0,0,136,0,227,0,0,363,-91,0.0028299252821855398,3495,4658,8135,5,1168,open
derby-B-268,7142,org/apache/derby/client/net,org/apache/derby/client/net/ClientJDBCObjectFactoryImpl.java,2503,True,3,23,9771,1,0,1131,1,56,0.1947743467933492,199,201,1.0100502512562817,1.0,4,1,1,0,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,169,8,STYLE,0.0439519158527423,BC_UNCONFIRMED_CAST,20,3,2,0.05837651122625216,0.002763385146804836,0.000690846286701209,-1.0,0.02608695652173913,0.0006514468518249237,0.06260032102728733,0.08480126588811351,-0.9478260869565216,0.0,0.027936962750716332,0.08480126588811351,-0.9418604651162792,-1.0,3,4085,2081,5250,3,0.0,0,3,0,6,0.002597402597402597,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,2886,4049,8135,85,1248,close
derby-B-2283,8134,org/apache/derby/impl/tools/ij,org/apache/derby/impl/tools/ij/ijWarningResult.java,3064,True,0,3,10072,1,0,797,1,53,0.8723404255319149,27,9,0.3333333333333333,1.0,0,1,1,0,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,236,1,BAD_PRACTICE,0.012772351615326822,NM_CLASS_NAMING_CONVENTION,19,3,0,0.08151986183074265,0.0003454231433506045,0.0,0.0,0.0,0.0,0.0612691466083151,0.081104871355322,-1.0,0.0,0.01002865329512894,0.081104871355322,-1.0,-1.0,6,6969,3064,8134,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,4380,5543,8135,153,1316,open
derby-B-1726,3164,org/apache/derby/impl/sql/execute/xplain,org/apache/derby/impl/sql/execute/xplain/XPLAINUtil.java,1348,True,22,9,448,1,9,27,8,4,0.4168618266978923,302,68,0.2251655629139073,0.09090909090909093,0,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,1,9,4,I18N,0.0067618332081142,DM_CONVERT_CASE,20,3,1,0.003108808290155441,0.001381692573402418,0.0003454231433506045,-1.0,0.0,0.0,0.01492537313432836,3.2208844613994704e-05,-1.0,0.0,0.00035816618911174784,3.2208844613994704e-05,-1.0,-1.0,1,1999,1348,3164,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,1380,2543,8135,604,1767,open
derby-B-1131,8134,org/apache/derby/impl/sql/catalog,org/apache/derby/impl/sql/catalog/DataDictionaryImpl.java,3064,True,22,297,8491,2,12,655,6,52,0.10347928339212838,8603,4162,0.4837847262582821,0.6363636363636364,0,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,113,41,STYLE,0.0202854996243426,RCN_REDUNDANT_NULLCHECK_OF_NONNULL_VALUE,18,2,1,0.03903281519861832,0.014162348877374784,0.0003454231433506045,0.0,0.0,0.0,0.06260032102728733,0.08480126588811351,-1.0,0.0,0.027936962750716332,0.08480126588811351,-0.68,-0.3877551020408163,24,521,362,1686,124,0.09599813142323264,0,30,94,154,0.004705215118417475,116,29,0,145,29,87,116,0.09599813142323264,145,124,0,30,0,87,154,94,0.004705215118417475,16,1179,8135,16,1179,close
derby-B-229,7791,org/apache/derby/client/am,org/apache/derby/client/am/Section.java,2804,True,8,17,17144,1,12,2530,3,88,0.4899328859060403,81,38,0.4691358024691358,0.375,2,3,1,0,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,116,2,MALICIOUS_CODE,0.04770848985725019,EI_EXPOSE_REP2,18,2,1,0.04006908462867012,0.000690846286701209,0.0003454231433506045,-1.0,0.007874015748031496,0.000868001736003472,0.007434944237918215,4.9971618126111155e-05,-0.9842519685039368,0.0,0.0007163323782234957,4.9971618126111155e-05,-0.9032258064516128,-1.0,3,6626,2804,7791,1,0.0,0,1,0,2,0.0016064257028112448,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,5274,6437,8135,97,1260,close
ant-B-0,13254,org/apache/tools/ant,org/apache/tools/ant/AntClassLoader.java,4548,True,13,60,7928,2,0,1098,3,146,0.3772378516624041,739,721,0.9756427604871448,1.0,9,1,1,0,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,114,7,BAD_PRACTICE,0.008216926869350863,DE_MIGHT_IGNORE,19,3,3,0.09238249594813616,0.005672609400324149,0.0024311183144246355,-1.0,0.0,0.0,0.01976284584980237,0.13360732209918794,-1.0,0.0,0.004269854824935952,0.13360732209918794,-0.9304347826086956,-1.0,85,8567,3944,9448,0,0.0,0,0,0,0,0.0,46,48,18,112,0,-2,0,0.3085399449035813,0,688,0,532,66,0,1286,156,0.02045888015638763,22,735,13499,6,719,open
derby-B-1348,8134,org/apache/derby/impl/sql/compile,org/apache/derby/impl/sql/compile/ResultColumnList.java,3064,True,21,124,56152,2,0,4497,5,235,0.6884467555957495,2475,1447,0.5846464646464646,1.0,0,1,1,0,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,322,10,BAD_PRACTICE,0.0022539444027047328,ES_COMPARING_STRINGS_WITH_EQ,11,2,1,0.11122625215889463,0.0034542314335060447,0.0003454231433506045,-1.0,0.25,0.004807692307692308,0.0612691466083151,0.081104871355322,-0.5,0.0,0.01002865329512894,0.081104871355322,-0.9239130434782608,-1.0,73,6969,3064,8134,610,0.1850142134075652,189,443,167,1242,0.021409778878493668,18,161,5,184,161,-143,18,0.1850142134075652,184,475,5,315,142,-143,932,160,0.014748290613587938,5,1168,8135,5,1168,open
derby-B-127,4740,org/apache/derby/catalog/types,org/apache/derby/catalog/types/RowMultiSetImpl.java,2001,True,7,9,1282,1,12,188,2,16,0.4516129032258064,85,94,1.1058823529411763,0.7142857142857143,0,1,1,0,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,39,7,CORRECTNESS,0.0030052592036063108,DMI_INVOKING_TOSTRING_ON_ARRAY,10,2,4,0.013471502590673576,0.002417962003454232,0.001381692573402418,-1.0,0.0,0.0,0.07692307692307693,0.018972308598876112,-1.0,0.0,0.0035816618911174787,0.018972308598876112,-1.0,-1.0,3,3575,2001,4740,41,0.0,0,5,36,46,0.04410753575357537,0,0,0,0,0,0,0,0.0,0,27,0,5,0,0,32,22,0.0198019801980198,2802,3965,8135,22,1185,open
derby-B-518,8134,org/apache/derby/iapi/services/io,org/apache/derby/iapi/services/io/FormatableIntHolder.java,3064,True,10,8,2409,1,0,288,3,39,0.6734693877551021,59,69,1.1694915254237288,1.0,2,1,1,0,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,26,1,STYLE,0.028925619834710745,PZLA_PREFER_ZERO_LENGTH_ARRAYS,20,3,1,0.008981001727115717,0.0003454231433506045,0.0003454231433506045,-1.0,0.03947368421052632,0.0009721926273172812,0.06260032102728733,0.08480126588811351,-0.9210526315789472,0.0,0.027936962750716332,0.08480126588811351,-0.7931034482758621,-1.0,6,6969,3064,8134,0,0.09473684210526316,0,55,-55,55,0.019746027615733703,0,0,0,0,9,0,0,0.0,9,0,0,0,0,-9,0,0,0.0,33,1196,8135,33,1196,open
tomcat-B-875,13323,org/apache/tomcat/buildutil,org/apache/tomcat/buildutil/Txt2Html.java,862,True,27,4,0,1,8,7,5,4,0.7771084337349398,92,56,0.6086956521739131,0.07407407407407407,0,1,1,0,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,5,5,I18N,0.03954802259887006,DM_DEFAULT_ENCODING,19,1,4,0.003170577045022195,0.003170577045022195,0.0025364616360177552,-1.0,0.020833333333333332,0.010199652777777776,0.05882352941176471,0.0463645668132449,-0.9375,0.0,0.0020876826722338203,0.0463645668132449,-1.0,-1.0,8,8272,2030,17100,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,470,9296,18084,470,9296,close
derby-B-1543,8134,org/apache/derby/impl/sql/execute,org/apache/derby/impl/sql/execute/CardinalityCounter.java,3064,True,3,11,17203,1,0,1541,1,151,0.95625,98,32,0.32653061224489793,1.0,0,1,1,0,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,207,2,MALICIOUS_CODE,0.034560480841472584,EI_EXPOSE_REP,18,2,1,0.07150259067357513,0.000690846286701209,0.0003454231433506045,-1.0,0.01098901098901099,0.001207583625166043,0.007434944237918215,4.9971618126111155e-05,-0.978021978021978,0.0,0.0007163323782234957,4.9971618126111155e-05,-0.8981481481481481,-1.0,8,6969,3064,8134,241,0.0,81,358,-117,680,0.007261679860080886,0,0,0,0,0,0,0,0.0,0,136,0,227,0,0,363,-91,0.0028299252821855398,526,1689,8135,5,1168,open
derby-B-109,8134,org/apache/derby/catalog/types,org/apache/derby/catalog/types/IndexDescriptorImpl.java,3064,True,3,20,1282,1,0,188,1,16,0.5082417582417582,216,98,0.4537037037037037,1.0,0,1,1,0,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,39,6,MALICIOUS_CODE,0.034560480841472584,EI_EXPOSE_REP,18,2,1,0.013471502590673576,0.002072538860103627,0.0003454231433506045,-1.0,0.01098901098901099,0.001207583625166043,0.007434944237918215,4.9971618126111155e-05,-0.978021978021978,0.0,0.0007163323782234957,4.9971618126111155e-05,-1.0,-1.0,10,6969,3064,8134,41,0.0,0,5,36,46,0.04410753575357537,0,0,0,0,0,0,0,0.0,0,27,0,5,0,0,32,22,0.0198019801980198,2580,3743,8135,22,1185,close
derby-B-2548,2319,org/apache/derby/vti,org/apache/derby/vti/StringColumnVTI.java,755,True,14,27,841,1,0,300,3,16,0.6472081218274112,229,98,0.4279475982532751,1.0,2,1,1,0,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,3,3,STYLE,0.028925619834710745,PZLA_PREFER_ZERO_LENGTH_ARRAYS,20,3,1,0.0010362694300518132,0.0010362694300518132,0.0003454231433506045,-1.0,0.03947368421052632,0.0009721926273172812,0.06260032102728733,0.08480126588811351,-0.9210526315789472,0.0,0.027936962750716332,0.08480126588811351,-1.0,-1.0,3,1154,755,2319,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,425,1588,8135,425,1588,open
derby-B-1297,8134,org/apache/derby/impl/sql/compile,org/apache/derby/impl/sql/compile/GroupByNode.java,3064,True,0,23,56152,3,0,4497,1,235,0.981145757795504,723,529,0.7316735822959889,1.0,0,1,1,1,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,322,2,BAD_PRACTICE,0.00037565740045078885,SE_COMPARATOR_SHOULD_BE_SERIALIZABLE,19,2,0,0.11122625215889463,0.000690846286701209,0.0,0.0,0.0,0.0,0.0612691466083151,0.081104871355322,-1.0,0.0,0.01002865329512894,0.081104871355322,-0.9239130434782608,-1.0,29,6969,3064,8134,610,0.14662938800869835,189,443,167,1242,0.021409778878493668,1,1,0,2,4,0,8,0.02298850574712644,12,475,0,315,142,4,932,160,0.014748290613587938,5,1168,8135,5,1168,open
derby-B-1204,3164,org/apache/derby/impl/sql/catalog,org/apache/derby/impl/sql/catalog/XPLAINStatementDescriptor.java,1348,True,16,5,8491,1,8,655,1,52,0.5384615384615384,118,8,0.06779661016949153,0.5625,0,1,1,0,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,113,1,MALICIOUS_CODE,0.04770848985725019,EI_EXPOSE_REP2,18,2,1,0.03903281519861832,0.0003454231433506045,0.0003454231433506045,-1.0,0.007874015748031496,0.000868001736003472,0.007434944237918215,4.9971618126111155e-05,-0.9842519685039368,0.0,0.0007163323782234957,4.9971618126111155e-05,-0.68,-1.0,2,1999,1348,3164,124,0.0,0,30,94,154,0.004705215118417475,0,0,0,0,0,0,0,0.0,0,124,0,30,0,0,154,94,0.004705215118417475,1197,2360,8135,16,1179,close
derby-B-841,7766,org/apache/derby/impl/drda,org/apache/derby/impl/drda/NetworkServerControlImpl.java,2791,True,24,139,10884,8,0,964,6,58,0.2825296825781439,2570,1233,0.4797665369649806,1.0,0,1,1,0,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,161,63,STYLE,0.10067618332081142,DLS_DEAD_LOCAL_STORE,15,1,1,0.055613126079447316,0.021761658031088083,0.0003454231433506045,-1.0,0.09570957095709573,0.002219211512418061,0.06260032102728733,0.08480126588811351,-0.8085808580858086,0.0,0.027936962750716332,0.08480126588811351,-0.56,-0.7808219178082192,37,2728,1755,3893,10,0.0,0,5,5,15,0.008546120445165959,0,0,0,0,0,0,0,0.0,0,6,0,1,0,0,7,5,0.005887300252312868,132,1295,8135,3,1166,open
derby-B-1550,8134,org/apache/derby/impl/sql/execute,org/apache/derby/impl/sql/execute/CreateIndexConstantAction.java,3064,True,239,10,17203,1,0,1541,55,151,0.6963636363636364,610,365,0.5983606557377049,1.0,164,1,1,0,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,207,2,STYLE,0.0202854996243426,RCN_REDUNDANT_NULLCHECK_OF_NONNULL_VALUE,18,2,2,0.07150259067357513,0.000690846286701209,0.000690846286701209,-1.0,0.0,0.0,0.06260032102728733,0.08480126588811351,-1.0,0.0,0.027936962750716332,0.08480126588811351,-0.8981481481481481,-0.3333333333333333,3,2768,1761,3933,241,0.0,81,358,-117,680,0.007261679860080886,0,0,0,0,0,0,0,0.0,0,136,0,227,0,0,363,-91,0.0028299252821855398,279,1442,8135,5,1168,open
derby-B-1473,8134,org/apache/derby/impl/sql/compile,org/apache/derby/impl/sql/compile/TableElementList.java,3064,True,11,28,56152,1,0,4497,3,235,0.06537982565379825,1020,383,0.37549019607843137,1.0,0,1,1,0,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,322,8,STYLE,0.10067618332081142,DLS_DEAD_LOCAL_STORE,17,2,1,0.11122625215889463,0.002763385146804836,0.0003454231433506045,-1.0,0.09570957095709573,0.002219211512418061,0.06260032102728733,0.08480126588811351,-0.8085808580858086,0.0,0.027936962750716332,0.08480126588811351,-0.9239130434782608,-1.0,22,3546,1992,4711,610,0.0,189,443,167,1242,0.021409778878493668,0,0,0,0,0,0,0,0.0,0,475,0,315,142,0,932,160,0.014748290613587938,743,1906,8135,5,1168,close
derby-B-521,8134,org/apache/derby/iapi/services/loader,org/apache/derby/iapi/services/loader/ClassInspector.java,3064,True,14,20,607,1,0,71,4,10,0.4840989399293286,646,320,0.4953560371517028,1.0,0,1,1,0,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,4,2,STYLE,0.0439519158527423,BC_UNCONFIRMED_CAST,20,3,1,0.001381692573402418,0.000690846286701209,0.0003454231433506045,-1.0,0.02608695652173913,0.0006514468518249237,0.06260032102728733,0.08480126588811351,-0.9478260869565216,0.0,0.027936962750716332,0.08480126588811351,-1.0,-1.0,27,6969,3064,8134,98,0.2790311877903119,19,102,-4,219,0.06019228494010113,41,8,15,64,14,33,47,0.4671532846715328,76,51,15,8,15,33,74,43,0.052703352419249096,16,1179,8135,16,1179,open
derby-B-1727,3164,org/apache/derby/impl/sql/execute/xplain,org/apache/derby/impl/sql/execute/xplain/XPLAINUtil.java,1348,True,28,9,448,1,9,27,9,4,0.5597189695550351,302,68,0.2251655629139073,0.10714285714285714,0,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,1,9,4,I18N,0.0067618332081142,DM_CONVERT_CASE,20,3,1,0.003108808290155441,0.001381692573402418,0.0003454231433506045,-1.0,0.0,0.0,0.01492537313432836,3.2208844613994704e-05,-1.0,0.0,0.00035816618911174784,3.2208844613994704e-05,-1.0,-1.0,1,1999,1348,3164,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,1380,2543,8135,604,1767,open
derby-B-293,7791,org/apache/derby/client/net,org/apache/derby/client/net/NetConnection.java,2804,True,3,132,9771,1,8,1131,1,56,0.8818770226537217,1233,355,0.2879156528791565,0.6666666666666666,0,1,1,0,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,169,12,MALICIOUS_CODE,0.034560480841472584,EI_EXPOSE_REP,18,2,1,0.05837651122625216,0.004145077720207254,0.0003454231433506045,-1.0,0.01098901098901099,0.001207583625166043,0.007434944237918215,4.9971618126111155e-05,-0.978021978021978,0.0,0.0007163323782234957,4.9971618126111155e-05,-0.9418604651162792,-1.0,48,6626,2804,7791,3,0.0,0,3,0,6,0.002597402597402597,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,139,1302,8135,85,1248,close
derby-B-294,7791,org/apache/derby/client/net,org/apache/derby/client/net/NetConnection.java,2804,True,8,132,9771,1,12,1131,3,56,0.8586839266450917,1233,355,0.2879156528791565,0.75,0,1,1,0,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,169,12,MALICIOUS_CODE,0.04770848985725019,EI_EXPOSE_REP2,18,2,1,0.05837651122625216,0.004145077720207254,0.0003454231433506045,-1.0,0.007874015748031496,0.000868001736003472,0.007434944237918215,4.9971618126111155e-05,-0.9842519685039368,0.0,0.0007163323782234957,4.9971618126111155e-05,-0.9418604651162792,-1.0,38,5748,2454,6913,3,0.0,0,3,0,6,0.002597402597402597,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,139,1302,8135,85,1248,open
derby-B-1313,8134,org/apache/derby/impl/sql/compile,org/apache/derby/impl/sql/compile/MethodCallNode.java,3064,True,17,41,56152,1,0,4497,3,235,0.1509433962264151,884,387,0.43778280542986425,1.0,0,1,1,0,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,322,7,STYLE,0.028925619834710745,PZLA_PREFER_ZERO_LENGTH_ARRAYS,20,3,1,0.11122625215889463,0.002417962003454232,0.0003454231433506045,-1.0,0.03947368421052632,0.0009721926273172812,0.06260032102728733,0.08480126588811351,-0.9210526315789472,0.0,0.027936962750716332,0.08480126588811351,-0.9239130434782608,-1.0,19,3575,2001,4740,610,0.5,189,443,167,1242,0.021409778878493668,91,18,3,112,18,73,91,0.5,112,475,3,315,142,73,932,160,0.014748290613587938,14,1177,8135,5,1168,open
derby-B-137,8134,org/apache/derby/catalog/types,org/apache/derby/catalog/types/TypeDescriptorImpl.java,3064,True,16,28,1282,1,0,188,9,16,0.7766666666666666,302,236,0.7814569536423841,1.0,0,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,39,7,BAD_PRACTICE,0.0015026296018031554,HE_EQUALS_USE_HASHCODE,14,1,3,0.013471502590673576,0.002417962003454232,0.0010362694300518132,-1.0,0.25,0.004807692307692308,0.0612691466083151,0.081104871355322,-0.5,0.0,0.01002865329512894,0.081104871355322,-1.0,-1.0,33,6969,3064,8134,41,0.0,0,5,36,46,0.04410753575357537,0,0,0,0,0,0,0,0.0,0,27,0,5,0,0,32,22,0.0198019801980198,1474,2637,8135,22,1185,open
derby-B-1552,8134,org/apache/derby/impl/sql/execute,org/apache/derby/impl/sql/execute/CreateTableConstantAction.java,3064,True,82,3,17203,1,0,1541,23,151,0.4081632653061225,234,97,0.41452991452991456,1.0,85,1,1,0,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,207,1,STYLE,0.10067618332081142,DLS_DEAD_LOCAL_STORE,17,2,1,0.07150259067357513,0.0003454231433506045,0.0003454231433506045,-1.0,0.09570957095709573,0.002219211512418061,0.06260032102728733,0.08480126588811351,-0.8085808580858086,0.0,0.027936962750716332,0.08480126588811351,-0.8981481481481481,-1.0,14,6969,3064,8134,241,0.0,81,358,-117,680,0.007261679860080886,0,0,0,0,0,0,0,0.0,0,136,0,227,0,0,363,-91,0.0028299252821855398,1633,2796,8135,5,1168,open
derby-B-1612,8134,org/apache/derby/impl/sql/execute,org/apache/derby/impl/sql/execute/InsertConstantAction.java,3064,True,10,11,17203,1,0,1541,1,151,0.5698924731182796,134,102,0.7611940298507462,1.0,0,1,1,0,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,207,4,MALICIOUS_CODE,0.04770848985725019,EI_EXPOSE_REP2,18,2,3,0.07150259067357513,0.001381692573402418,0.0010362694300518132,-1.0,0.007874015748031496,0.000868001736003472,0.007434944237918215,4.9971618126111155e-05,-0.9842519685039368,0.0,0.0007163323782234957,4.9971618126111155e-05,-0.8981481481481481,-1.0,11,6969,3064,8134,241,0.0007855459544383348,81,358,-117,680,0.007261679860080886,0,1,0,1,1,-1,0,0.0007855459544383348,1,136,0,227,0,-1,363,-91,0.0028299252821855398,18,1181,8135,5,1168,open
derby-B-1614,8134,org/apache/derby/impl/sql/execute,org/apache/derby/impl/sql/execute/InsertConstantAction.java,3064,True,10,11,17203,1,0,1541,1,151,0.5663082437275986,134,102,0.7611940298507462,1.0,0,1,1,0,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,207,4,MALICIOUS_CODE,0.04770848985725019,EI_EXPOSE_REP2,18,2,3,0.07150259067357513,0.001381692573402418,0.0010362694300518132,-1.0,0.007874015748031496,0.000868001736003472,0.007434944237918215,4.9971618126111155e-05,-0.9842519685039368,0.0,0.0007163323782234957,4.9971618126111155e-05,-0.8981481481481481,-1.0,11,6969,3064,8134,241,0.0007855459544383348,81,358,-117,680,0.007261679860080886,0,1,0,1,1,-1,0,0.0007855459544383348,1,136,0,227,0,-1,363,-91,0.0028299252821855398,18,1181,8135,5,1168,open
derby-B-617,8134,org/apache/derby/iapi/tools/i18n,org/apache/derby/iapi/tools/i18n/LocalizedResource.java,3064,True,6,47,342,1,0,55,2,3,0.18618042226487524,449,35,0.0779510022271715,1.0,0,1,1,0,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,10,8,MT_CORRECTNESS,0.0037565740045078892,LI_LAZY_INIT_STATIC,14,2,1,0.0034542314335060447,0.002763385146804836,0.0003454231433506045,-1.0,0.2,0.009411764705882356,0.062146892655367235,0.03272016230873249,-0.6,0.0,0.003939828080229225,0.03272016230873249,-1.0,-1.0,19,6969,3064,8134,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,749,1912,8135,749,1912,open
derby-B-1098,8134,org/apache/derby/impl/sql,org/apache/derby/impl/sql/LanguageDbPropertySetter.java,3064,True,14,4,1591,1,0,263,5,14,0.6415094339622641,81,11,0.13580246913580246,1.0,22,1,1,0,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,19,1,STYLE,0.0439519158527423,BC_UNCONFIRMED_CAST,20,3,1,0.0065630397236614854,0.0003454231433506045,0.0003454231433506045,-1.0,0.02608695652173913,0.0006514468518249237,0.06260032102728733,0.08480126588811351,-0.9478260869565216,0.0,0.027936962750716332,0.08480126588811351,-1.0,-1.0,2,5867,2480,7032,98,0.0,0,1,97,99,0.025384615384615384,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,209,1372,8135,27,1190,open
